"Provider Number","Facility Name",County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Percent of Adult HD patients with Kt/V >= 1.2","Number of adult HD patients with KT/V data","Number of patients included in the transfusion summary","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Number of patients included in hospitalization summary","No. of hospitalization with hospital readmission summary","Number of Patients included in survival summary","Number of Patients included in fistula summary","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Number of patients in nPCR summary","Number of patient-months in nPCR summary","PPPW category text","Patient Transfusion category text","Fistula Category Text","Patient Infection category text","Patient Hospital Readmission Category","Patient Survival Category Text","Patient hospitalization category text"
92521,"CAPITOL DIALYSIS","DISTRICT OF COLUMBIA",Profit,"AMERICAN RENAL ASSOCIATES",30,98,159,113,168,1624,166,1604,137,147,607,166,166,1597,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92522,"DAVITA GRANT PARK DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,12,97,93,71,95,572,100,565,90,79,360,104,104,585,0,0,"Worse than Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
92524,"DAVITA WASHINGTON NURSING FACILITY","DISTRICT OF COLUMBIA",Profit,DAVITA,9,98,74,46,76,488,80,473,63,81,249,85,85,515,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92525,"DAVITA INTERNATIONAL DIALYSIS","DISTRICT OF COLUMBIA",Profit,DAVITA,15,98,61,46,63,589,66,594,49,41,214,66,66,603,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92526,"KAISER HEALTH PLAN OF THE MID-ATLANTIC STATES","DISTRICT OF COLUMBIA",Non-Profit,"KAISER PERMANENTE",0,0,0,8,28,217,28,206,10,9,33,0,0,0,0,0,"Better than Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
92527,"RAI - CHILLUM-WASHINGTON","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",12,98,73,75,104,975,110,1017,85,60,321,93,93,845,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92528,"HOWARD UNIVERSITY DIALYSIS CENTER, LLC","DISTRICT OF COLUMBIA",Profit,"AMERICAN RENAL ASSOCIATES",24,98,134,85,137,1310,137,1325,99,106,375,138,138,1320,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Better than Expected","As Expected"
92529,"RAI CARE CENTERS OF SOUTHEAST DC LLC","DISTRICT OF COLUMBIA",Profit,"FRESENIUS MEDICAL CARE",15,97,93,84,117,1032,124,1041,96,72,363,116,116,985,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
92530,"DAVITA WASHINGTON CENTER FOR AGING",UNKNOWN,Profit,DAVITA,9,97,23,11,23,99,23,95,16,17,17,25,25,111,0,0,"Not Available","Not Available","As Expected","Not Available","As Expected","Not Available","As Expected"
102302,"FLORIDA HOSPITAL ESRD",ORANGE,Non-Profit,INDEPENDENT,12,89,49,34,54,437,53,415,39,62,189,55,55,418,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
102303,"SAINT MARYS HOSPITAL DIALYSIS UNIT","PALM BEACH",Profit,INDEPENDENT,24,94,82,79,103,1053,109,1075,88,113,379,89,89,886,0,0,"As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
102304,"JACKSON MEMORIAL HOSP DIALYSIS PEDIATRIC",MIAMI-DADE,Non-Profit,INDEPENDENT,8,99,12,12,19,139,15,130,22,27,97,19,19,139,7,63,"As Expected","Not Available","As Expected","Not Available","As Expected","As Expected","As Expected"
102306,"MEMORIAL REGIONAL HOSP - PEDIATRIC DIALYSIS",BROWARD,Non-Profit,INDEPENDENT,7,0,1,1,3,14,2,12,4,12,28,3,3,14,5,39,"As Expected","Not Available","Not Available","Not Available","As Expected","Not Available","Not Available"
102312,"SHANDS HOSPITAL - PEDIATRIC DIALYSIS",ALACHUA,Non-Profit,INDEPENDENT,5,0,3,2,4,25,3,17,6,7,20,4,4,25,4,39,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
102314,"TAMPA GENERAL HOSPITAL ESRD",HILLSBOROUGH,Non-Profit,INDEPENDENT,7,0,6,4,7,52,7,57,8,3,32,7,7,57,12,62,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
102328,"JOHNS HOPKINS ALL CHILDREN'S HOSPITAL DIALYSIS",PINELLAS,Non-Profit,INDEPENDENT,7,0,5,6,6,50,7,55,9,11,30,5,5,45,2,15,"As Expected","Not Available","Not Available","Not Available","As Expected","Not Available","As Expected"
102330,"BAPTIST MEDICAL CENTER - PEDIATRIC DIALYSIS",DUVAL,Non-Profit,INDEPENDENT,5,0,3,2,3,17,2,13,8,10,24,3,3,17,10,59,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
102336,"MIAMI CHILDRENS HOSP DIALYSIS UNIT",MIAMI-DADE,Non-Profit,INDEPENDENT,5,0,6,6,7,67,7,70,16,14,67,6,6,47,7,50,"As Expected","Not Available","Not Available","Not Available","As Expected","Not Available","As Expected"
102341,"HEWELL KIDS KIDNEY CENTER AT ORLANDO HEALTH",ORANGE,Non-Profit,INDEPENDENT,5,0,2,3,6,32,6,32,6,8,23,6,6,32,6,20,"As Expected","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
102501,"FMC - PENSACOLA",ESCAMBIA,Profit,"FRESENIUS MEDICAL CARE",36,95,140,157,220,1957,231,2016,180,177,680,166,166,1474,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102502,"FMC - SOUTH MIAMI",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",22,96,96,86,136,1277,141,1301,107,131,472,122,122,1116,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102503,"DADE DIALYSIS CENTER",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",27,100,80,57,86,696,90,731,60,46,258,90,90,733,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102504,"DAVITA SOUTH BROWARD ARTIFICIAL KIDNEY CENTER",BROWARD,Profit,DAVITA,30,99,182,109,184,1643,191,1716,127,133,540,191,191,1708,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102505,"CENTRAL FLORIDA KIDNEY CENTERS INC",ORANGE,Non-Profit,"CENTRAL FLORIDA KIDNEY CENTERS",40,94,110,108,153,1315,166,1388,135,226,526,125,125,1033,2,14,"As Expected","As Expected","Worse than Expected","Not Available","As Expected","As Expected","Worse than Expected"
102506,"BMA - TAMPA",HILLSBOROUGH,Profit,"FRESENIUS MEDICAL CARE",28,97,91,58,95,807,102,829,73,83,306,107,107,865,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected"
102510,"DAVITA DIALYSIS ASSOCIATES OF THE PALM BEACHES","PALM BEACH",Profit,DAVITA,20,99,55,42,56,492,58,479,44,50,205,60,60,496,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102511,"ORLANDO ARTIFICIAL KIDNEY CENTER",SEMINOLE,Profit,"FRESENIUS MEDICAL CARE",0,0,3,57,99,738,103,744,73,87,210,29,29,206,0,0,"As Expected","As Expected","Better than Expected","Not Available","As Expected","As Expected","As Expected"
102512,"BMA - GAINESVILLE",ALACHUA,Profit,"FRESENIUS MEDICAL CARE",21,99,105,79,122,1056,128,1101,104,145,411,125,125,1063,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102513,"DAVITA FORT MYERS DIALYSIS",LEE,Profit,DAVITA,33,96,145,131,183,1593,188,1620,149,213,617,156,156,1373,0,0,"As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected","As Expected"
102514,"DAVITA PANAMA CITY DIALYSIS CENTER",BAY,Profit,DAVITA,37,99,36,31,45,215,47,220,39,36,250,40,40,196,0,0,"As Expected","Not Available","As Expected","Not Available","As Expected","As Expected","As Expected"
102517,"MELBOURNE KIDNEY CENTER",BREVARD,Non-Profit,"CENTRAL FLORIDA KIDNEY CENTERS",28,98,101,93,121,1098,129,1152,106,150,411,114,114,1017,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
102518,"DAVITA WEST FLORIDA DIALYSIS",ESCAMBIA,Profit,DAVITA,27,98,90,72,93,750,100,781,83,79,342,99,99,785,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102519,"FMC - PINELLAS PARK",PINELLAS,Profit,"FRESENIUS MEDICAL CARE",22,98,93,73,96,902,102,925,85,130,331,100,100,923,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102520,"DAVITA BOCA RATON ARTIFICIAL KIDNEY CENTER","PALM BEACH",Profit,DAVITA,14,99,58,59,84,697,89,709,73,66,252,60,60,480,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102521,"DAVITA DAYTONA BEACH DIALYSIS",VOLUSIA,Profit,DAVITA,20,98,122,146,221,1968,228,2040,165,160,735,147,147,1345,0,0,"As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
102522,"BMA - KENDALL",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",30,99,88,64,95,967,98,972,72,85,303,99,99,997,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102524,"DAVITA LAKELAND DIALYSIS",POLK,Profit,DAVITA,16,100,88,56,88,762,98,821,63,81,241,96,96,818,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102525,"TREASURE COAST KIDNEY CENTER NORTH",MARTIN,Profit,"FRESENIUS MEDICAL CARE",27,95,148,108,157,1300,172,1344,135,159,551,166,166,1311,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102527,"JUPITER KIDNEY CENTER LLC","PALM BEACH",Profit,"AMERICAN RENAL ASSOCIATES",19,98,85,61,104,831,114,873,85,99,329,105,105,813,0,0,"As Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
102528,"RAI CARE CENTERS - CLEARWATER",PINELLAS,Profit,"FRESENIUS MEDICAL CARE",26,95,119,102,144,1196,158,1267,129,152,454,134,134,1081,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102529,"PHYSICIANS DIALYSIS TRINITY",PASCO,Profit,INDEPENDENT,13,98,42,38,59,520,63,539,47,45,244,58,58,494,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
102530,"BMA - HIALEAH",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",27,98,112,77,123,1143,123,1156,89,110,332,118,118,1076,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102531,"DIALYSIS CLINIC INC",DUVAL,Non-Profit,"DIALYSIS CLINIC, INC.",32,97,107,100,142,1288,151,1331,125,167,553,116,116,1048,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102532,"DAVITA INTERAMERICAN DIALYSIS CENTER",MIAMI-DADE,Profit,DAVITA,25,100,84,79,125,1208,131,1246,85,76,403,93,93,840,0,0,"Better than Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected","As Expected"
102534,"NAPLES ARTIFICIAL KIDNEY CENTER",COLLIER,Profit,"FRESENIUS MEDICAL CARE",21,94,65,38,85,461,90,512,54,29,237,78,78,472,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102536,"DAVITA PLANTATION DIALYSIS",BROWARD,Profit,DAVITA,25,99,91,59,91,797,94,811,70,101,323,97,97,838,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102538,"BRADENTON ARTIFICIAL KIDNEY CENTER",MANATEE,Profit,"FRESENIUS MEDICAL CARE",21,96,70,53,83,712,83,721,67,89,286,79,79,677,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102542,"BMA - CLEARWATER",PINELLAS,Profit,"FRESENIUS MEDICAL CARE",20,97,89,58,95,764,112,850,72,66,334,111,111,854,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102543,"DAVITA KEY WEST DIALYSIS",MONROE,Profit,DAVITA,16,100,41,34,51,346,54,372,39,26,184,50,50,337,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102544,"NW BROWARD ARTIFICIAL KIDNEY CENTER",BROWARD,Profit,"FRESENIUS MEDICAL CARE",21,93,108,73,116,980,120,998,88,100,413,126,126,1017,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102545,"DAVITA WINTER HAVEN DIALYSIS",POLK,Profit,DAVITA,20,99,114,105,139,1128,136,1122,116,167,496,116,116,906,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102546,"FMC - SANFORD",SEMINOLE,Profit,"FRESENIUS MEDICAL CARE",21,97,102,73,107,944,113,980,86,136,356,113,113,974,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102547,"FMC - SOUTH SAINT PETERSBURG",PINELLAS,Profit,"FRESENIUS MEDICAL CARE",31,97,79,51,81,746,90,776,62,74,272,89,89,777,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102549,"DAVITA PORT CHARLOTTE ARTIFICIAL KIDNEY CENTER",CHARLOTTE,Profit,DAVITA,21,99,95,74,98,742,100,771,82,72,339,101,101,780,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102551,"DAVITA LEESBURG DIALYSIS CENTER",LAKE,Profit,DAVITA,24,97,119,113,139,1143,147,1144,129,154,462,125,125,974,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102553,"RAI-S COURTENAY-MERRITT ISLAND",BREVARD,Profit,"FRESENIUS MEDICAL CARE",32,98,123,106,157,1402,166,1456,136,158,594,142,142,1227,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102554,"DAVITA PLANT CITY DIALYSIS",HILLSBOROUGH,Profit,DAVITA,17,99,115,81,134,1124,140,1166,96,128,368,125,125,983,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102555,"DAVITA BROWARD DIALYSIS",BROWARD,Profit,DAVITA,21,94,54,39,56,419,57,402,42,58,192,57,57,418,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102557,"FMC DIALYSIS SERVICES - SAINT AUGUSTINE","SAINT JOHNS",Profit,"FRESENIUS MEDICAL CARE",17,98,66,59,89,707,100,760,68,69,335,78,78,560,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102558,"PHYSICIANS NORTH BEACH",MIAMI-DADE,Profit,INDEPENDENT,22,96,194,152,224,1579,244,1619,190,213,739,245,245,1658,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
102559,"FLORIDA KIDNEY CENTER",BROWARD,Profit,"FRESENIUS MEDICAL CARE",32,97,142,97,152,1386,158,1420,114,103,496,158,158,1421,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102563,"DAVITA BAYONET POINT - HUDSON KIDNEY CENTER",PASCO,Profit,DAVITA,16,100,87,65,91,715,99,750,76,84,329,100,100,748,0,0,"Worse than Expected","As Expected","As Expected","Worse than Expected","As Expected","As Expected","As Expected"
102564,"RENAL CARE CENTER - SEBRING",HIGHLANDS,Profit,"FRESENIUS MEDICAL CARE",17,100,95,86,127,1063,135,1118,106,113,409,107,107,847,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
102565,"HOMESTEAD ARTIFICIAL KIDNEY CENTER",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",25,98,128,97,159,1410,170,1465,110,151,473,155,155,1356,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","Worse than Expected","Worse than Expected"
102566,"BMA - METROPOLITAN MIAMI",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",16,98,96,64,104,973,103,976,74,91,305,104,104,981,0,0,"Better than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102569,"DAVITA KISSIMMEE DIALYSIS",OSCEOLA,Profit,DAVITA,25,98,162,105,162,1300,174,1381,119,197,475,173,173,1369,0,0,"Worse than Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
102571,"BELLE GLADE DIALYSIS CENTER","PALM BEACH",Profit,"AMERICAN RENAL ASSOCIATES",27,97,124,103,142,1353,148,1345,119,164,438,139,139,1262,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102573,"DAVITA DELAND DIALYSIS",VOLUSIA,Profit,DAVITA,20,99,114,99,144,1265,153,1318,114,179,514,126,126,1038,0,0,"As Expected","As Expected","As Expected","As Expected","Worse than Expected","Worse than Expected","As Expected"
102574,"RAI CARE CENTERS - FORT PIERCE","SAINT LUCIE",Profit,"FRESENIUS MEDICAL CARE",25,94,79,60,89,810,94,829,78,104,325,89,89,807,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
102576,"FRESENIUS KIDNEY CARE LAKELAND",POLK,Profit,INDEPENDENT,25,95,141,122,181,1377,206,1494,150,180,497,183,183,1227,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102578,"DAVITA CORAL GABLES KIDNEY CENTER",MIAMI-DADE,Profit,DAVITA,20,99,76,46,78,672,79,684,56,49,307,82,82,703,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
102579,"INVERNESS DIALYSIS CENTER",CITRUS,Profit,"FRESENIUS MEDICAL CARE",17,97,104,86,129,1069,146,1132,112,151,430,123,123,917,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102581,"SEMINOLE DIALYSIS CENTER",PINELLAS,Profit,INDEPENDENT,17,96,71,47,74,632,83,646,63,68,249,81,81,646,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102582,"WEST BOCA DIALYSIS CENTER","PALM BEACH",Profit,"FRESENIUS MEDICAL CARE",19,98,33,22,37,307,39,320,33,42,140,39,39,323,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
102583,"DAVITA CENTER FOR KIDNEY DISEASE AT NORTH SHORE",MIAMI-DADE,Profit,DAVITA,22,100,111,80,122,1179,129,1217,91,118,408,131,131,1220,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected"
102584,"BRANDON ARTIFICIAL KIDNEY CENTER",HILLSBOROUGH,Profit,"FRESENIUS MEDICAL CARE",16,96,99,94,141,1350,146,1372,110,162,400,110,110,991,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102585,"CENTRAL FLORIDA KIDNEY CENTER - VINELAND",ORANGE,Non-Profit,"CENTRAL FLORIDA KIDNEY CENTERS",16,88,69,53,76,636,85,665,59,89,225,84,84,673,0,0,"As Expected","As Expected","As Expected","Not Available","As Expected","As Expected","As Expected"
102586,"DAVITA GREATER MIAMI DIALYSIS",MIAMI-DADE,Profit,DAVITA,20,100,112,69,127,1165,132,1216,84,57,410,120,120,1103,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102587,"R & S HEALTH GROUP LLC",BROWARD,Profit,INDEPENDENT,22,84,85,67,97,787,103,810,77,131,214,98,98,780,0,0,"As Expected","Worse than Expected","As Expected","Not Available","Worse than Expected","As Expected","Worse than Expected"
102590,"DAVITA NEW PORT RICHEY KIDNEY CENTER",PASCO,Profit,DAVITA,28,99,164,132,194,1697,199,1731,153,198,750,178,178,1538,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","As Expected","As Expected"
102591,"NORTHEAST FLORIDA DIALYSIS CENTER",CLAY,Profit,"AMERICAN RENAL ASSOCIATES",24,99,105,79,122,1135,132,1189,110,138,436,114,114,1025,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
102592,"APOPKA ARTIFICIAL KIDNEY CENTER",ORANGE,Profit,"FRESENIUS MEDICAL CARE",16,93,66,43,69,601,73,627,51,61,203,73,73,634,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102593,"DAVITA ZEPHYRHILLS DIALYSIS",PASCO,Profit,DAVITA,24,98,171,140,203,1641,213,1696,165,177,697,183,183,1441,0,0,"As Expected","As Expected","As Expected","As Expected","As Expected","Worse than Expected","As Expected"
102594,"RENAL CARE CENTER - WELLINGTON","PALM BEACH",Profit,"FRESENIUS MEDICAL CARE",19,98,73,66,96,853,102,875,83,71,390,92,92,774,0,0,"As Expected","As Expected","As Expected","Better than Expected","As Expected","As Expected","As Expected"
102595,"WEST KENDALL DIALYSIS CENTER",MIAMI-DADE,Profit,"FRESENIUS MEDICAL CARE",25,97,106,79,113,1064,116,1065,90,122,373,119,119,1099,0,0,"As Expected","Worse than Expected","As Expected","Better than Expected","As Expected","As Expected","Worse than Expected"
102596,"US RENAL CARE SARASOTA",SARASOTA,Profit,"DIVERSIFIED SPECIALTY INSTITUTES (DSI)",37,97,168,118,206,1851,211,1911,172,214,691,182,182,1661,1,7,"As Expected","As Expected","As Expected","Better than Expected","As Expected","Better than Expected","As Expected"
