Provider Number,Facility Name,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Percent of Adult HD patients with Kt/V >= 1.2,Number of adult HD patients with KT/V data,Mortality Rate (Facility),Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Number of patients included in hospitalization summary,No. of hospitalization with hospital readmission summary,Number of Patients included in survival summary,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,PPPW category text,Patient Transfusion category text,Fistula Category Text,Patient Infection category text,Patient Hospital Readmission Category,Patient Survival Category Text,Patient hospitalization category text
442600,DAVITA NORTH JACKSON DIALYSIS,MADISON,Profit,DAVITA,26,98,105,23.8,110,152,1322,160,1349,121,118,479,123,123,1042,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442601,DAVITA BOLIVAR DIALYSIS,HARDEMAN,Profit,DAVITA,16,99,76,23.4,52,77,674,81,713,62,59,254,80,80,714,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442603,FMC TIPTON COUNTY,TIPTON,Profit,FRESENIUS MEDICAL CARE,15,100,43,22.3,33,44,442,47,449,39,33,155,48,48,457,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442727,SATELLITE HEALTHCARE SOUTH GERMANTOWN LLC,SHELBY,Profit,SATELLITE DIALYSIS,25,96,70,32.4,48,73,665,77,678,51,59,170,77,77,688,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442728,BIO-MEDICAL APPLICATIONS OF TENNESSEE,MERRIMACK,Profit,FRESENIUS MEDICAL CARE,4,0,7,18.1,63,88,795,91,821,70,48,265,39,39,362,0,0,Better than Expected,As Expected,As Expected,Not Available,As Expected,As Expected,As Expected
442730,SATELLITE HEALTHCARE CHICKASAW GARDENS LLC,HOWARD,Profit,SATELLITE HEALTHCARE,25,94,101,26.2,68,106,905,109,866,75,70,194,112,112,976,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442731,BIO-MEDICAL APPLICTIONS OF TENNESSEE INC,UNKNOWN,Profit,FRESENIUS MEDICAL CARE,19,96,61,19.7,41,69,596,73,620,47,71,145,72,72,633,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452580,US RENAL CARE TARRANT DIALYSIS ARLINGTON,TARRANT,Profit,"US RENAL CARE, INC.",24,95,132,22.3,89,138,1192,146,1248,100,150,456,148,148,1274,1,6,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452582,FRESENIUS MEDICAL CARE ENNIS,ELLIS,Profit,FRESENIUS MEDICAL CARE,12,99,55,26.1,38,57,547,57,537,46,61,187,58,58,546,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452750,MEDICAL CENTER KIDNEY CLINIC,HARRIS,Profit,FRESENIUS MEDICAL CARE,32,98,124,18.9,105,147,1316,158,1330,119,184,506,145,145,1172,0,0,As Expected,As Expected,Worse than Expected,Better than Expected,As Expected,As Expected,Worse than Expected
452751,DAVITA RIVERSIDE RENAL CENTER,NUECES,Profit,DAVITA,17,98,99,32.4,69,105,991,111,1051,78,76,338,111,111,1051,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
442648,DAVITA COLLIERVILLE DIALYSIS,SHELBY,Profit,DAVITA,15,97,40,25.6,31,42,339,43,348,39,70,148,41,41,349,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
442649,DAVITA MEMPHIS SOUTH DIALYSIS,SHELBY,Profit,DAVITA,16,97,57,31.0,35,58,542,58,530,40,42,194,60,60,556,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442650,DAVITA MEMPHIS GRACELAND RENAL CENTER,SHELBY,Profit,DAVITA,16,94,61,25.2,41,66,643,67,635,44,31,205,67,67,655,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452380,DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT,NUECES,Non-Profit,INDEPENDENT,5,0,3,0,2,3,23,4,29,3,1,31,4,4,29,4,17,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
452385,CHILDRESS REGIONAL MEDICAL CENTER DIALYSIS,CHILDRESS,Profit,INDEPENDENT,10,96,21,12.8,20,22,190,23,199,20,15,78,24,24,202,0,0,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452647,DAVITA CHANNELVIEW DIALYSIS,HARRIS,Profit,DAVITA,20,98,89,31.3,64,94,859,96,857,69,53,343,98,98,885,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
452648,DAVITA RENAL CENTER OF LEWISVILLE,DENTON,Profit,RENAL VENTURES MANAGEMENT,30,98,120,23.6,91,126,1126,127,1125,99,92,406,128,128,1161,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452651,DAVITA CENTRAL CITY DIALYSIS,EL PASO,Profit,DAVITA,28,100,95,23.5,70,100,958,103,976,81,60,350,103,103,973,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442604,DAVITA TIPTON COUNTY DIALYSIS,TIPTON,Profit,DAVITA,13,99,35,32.1,24,36,311,37,309,26,41,133,37,37,323,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
402521,ATLANTIS RENAL CENTRE OF FAJARDO,FAJARDO,Profit,ATLANTIS HEALTHCARE GROUP,30,97,126,35.3,80,130,1235,137,1278,83,100,309,135,135,1270,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,Worse than Expected,Worse than Expected
402525,FMC MAYAGUEZ NO,MAYAGUEZ,Profit,FRESENIUS MEDICAL CARE,20,98,107,31.1,102,154,1479,159,1525,106,105,446,123,123,1182,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
402527,ATLANTIS RENAL CENTRE OF MAYAGUEZ,MAYAGUEZ,Profit,ATLANTIS HEALTHCARE GROUP,31,99,184,35.9,118,201,1860,220,1975,131,188,544,205,205,1817,0,0,As Expected,Worse than Expected,Worse than Expected,Better than Expected,Worse than Expected,Worse than Expected,Worse than Expected
402528,FMC PONCE CENTRO,PONCE,Profit,FRESENIUS MEDICAL CARE,26,99,78,33.7,62,98,1010,109,1038,66,64,313,86,86,839,0,0,Worse than Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
452583,DAVITA HEB DIALYSIS CENTER,TARRANT,Profit,DAVITA,21,98,106,23.7,76,112,927,119,948,86,97,343,119,119,957,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452584,DAVITA HOUSTON DIALYSIS,HARRIS,Profit,DAVITA,20,96,71,34.1,68,95,839,92,826,74,79,356,72,72,623,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,Worse than Expected,As Expected
452585,WESLACO DIALYSIS FACILITY,HIDALGO,Profit,FRESENIUS MEDICAL CARE,29,98,164,22.7,133,165,1659,167,1662,147,186,637,169,169,1679,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452587,DAVITA SAN ANTONIO WEST DIALYSIS,BEXAR,Profit,DAVITA,16,99,81,26.5,77,107,895,114,938,87,115,372,92,92,733,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected
452720,DAVITA WEST TEXAS DIALYSIS,EL PASO,Profit,DAVITA,17,99,88,27.2,58,96,928,98,942,67,98,364,97,97,949,0,0,As Expected,As Expected,Better than Expected,Better than Expected,Worse than Expected,As Expected,Worse than Expected
442651,CHATTANOOGA KIDNEY CENTER,HAMILTON,Profit,INDEPENDENT,30,97,130,25.7,101,137,1249,142,1285,112,83,443,141,141,1274,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442653,FMC DIALYSIS ASSOC. OF SMYRNA,RUTHERFORD,Profit,FRESENIUS MEDICAL CARE,16,98,111,19.9,77,113,1017,116,1060,86,102,336,116,116,1066,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442654,VANDERBILT DIALYSIS CLINIC EAST,DAVIDSON,Profit,FRESENIUS MEDICAL CARE,25,98,77,20.2,72,93,769,95,784,79,97,331,91,91,784,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442750,DIALYSIS CLINIC INC,UNKNOWN,Non-Profit,"DIALYSIS CLINIC, INC.",15,100,12,0,8,16,116,19,131,10,13,13,19,19,131,0,0,As Expected,Not Available,As Expected,Not Available,Better than Expected,Not Available,As Expected
442751,DAVITA METRO CENTER DIALYSIS,UNKNOWN,Profit,DAVITA,12,95,22,0,13,22,124,23,134,15,19,17,24,24,142,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
452654,DAVITA DIALYSIS CARE OF MCALLEN,HIDALGO,Profit,DAVITA,32,98,153,25.2,130,173,1492,182,1543,145,183,614,162,162,1419,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452655,AMERI-TECH KIDNEY CENTER-BEDFORD LLC,TARRANT,Profit,AMERICAN RENAL ASSOCIATES,20,97,90,20.4,64,91,831,96,856,73,57,322,94,94,859,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452656,US RENAL CARE TARRANT DIALYSIS TARRANT COUNTY,TARRANT,Profit,"US RENAL CARE, INC.",4,0,1,21.9,85,151,1195,154,1206,108,98,459,5,5,40,0,0,As Expected,Worse than Expected,Not Available,Not Available,As Expected,As Expected,As Expected
452777,FMC - ALAMO CITY DIALYSIS,BEXAR,Profit,FRESENIUS MEDICAL CARE,28,99,111,21.3,99,137,1314,146,1351,106,117,422,123,123,1181,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452778,FT BEND DIALYSIS CTR,FORT BEND,Profit,FRESENIUS MEDICAL CARE,16,97,93,23.2,71,96,848,97,854,75,92,314,96,96,855,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
402529,FMC ARECIBO NORTE DIALYSIS CENTER,ARECIBO,Profit,FRESENIUS MEDICAL CARE,19,99,109,40.1,78,126,1089,139,1170,91,118,342,138,138,1181,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,Worse than Expected,Worse than Expected
402530,FMC LOS PASEOS DIALYSIS CENTER,SAN JUAN,Profit,FRESENIUS MEDICAL CARE,66,98,260,29.5,199,308,2828,322,2924,227,232,977,281,281,2610,0,0,As Expected,Worse than Expected,As Expected,As Expected,Worse than Expected,Worse than Expected,As Expected
422564,FRESENIUS MEDICAL CARE LOWER RICHLAND,RICHLAND,Profit,FRESENIUS MEDICAL CARE,20,96,95,25.1,63,101,896,104,913,78,58,310,106,106,923,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
422565,DAVITA SOUTH ORANGEBURG DIALYSIS,ORANGEBURG,Profit,DAVITA,21,99,67,19.5,54,69,699,72,717,63,65,245,72,72,708,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
422566,FRESENIUS MEDICAL CARE OF LEE COUNTY,LEE,Profit,FRESENIUS MEDICAL CARE,21,100,66,21.0,39,66,564,69,590,52,43,247,69,69,583,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected
452722,GUADALUPE KIDNEY DISEASE CL,BEXAR,Profit,FRESENIUS MEDICAL CARE,20,97,77,26.0,58,81,738,83,748,63,65,224,84,84,755,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452727,DAVITA EL MILAGRO DIALYSIS UNIT,TRAVIS,Profit,DAVITA,24,97,125,21.7,122,180,1596,188,1633,130,112,535,136,136,1246,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452728,DAVITA SPRING BRANCH DIALYSIS,HARRIS,Profit,DAVITA,16,99,92,29.7,66,96,824,102,875,72,65,300,102,102,871,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452731,DAVITA CLEVELAND DIALYSIS CENTER,LIBERTY,Profit,DAVITA,22,98,63,27.2,42,64,596,66,612,47,88,251,66,66,621,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452732,SATELLITE HEALTHCARE CENTRAL STATES LLC,WEBB,Profit,SATELLITE HEALTHCARE,29,96,161,27.5,144,180,1687,181,1727,152,160,482,162,162,1573,0,0,As Expected,Worse than Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442752,"FRESENIUS MEDICAL CARE GOODLETTSVILLE, LLC",UNKNOWN,Profit,FRESENIUS MEDICAL CARE,13,98,23,0,10,23,131,23,138,16,29,16,22,22,134,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,Not Available,As Expected
442753,DAVITA SINGELTON FARMS DIALYSIS,UNKNOWN,Profit,DAVITA,17,96,21,0,22,39,153,47,188,25,18,25,27,27,110,0,0,As Expected,Not Available,As Expected,Not Available,As Expected,Not Available,As Expected
442754,DAVITA LEWIS CREEK DIALYSIS,UNKNOWN,Profit,INDEPENDENT,13,99,23,0,22,36,180,38,188,24,6,24,25,25,113,0,0,As Expected,Not Available,As Expected,Not Available,Not Available,Not Available,As Expected
442755,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",MORGAN,Profit,FRESENIUS MEDICAL CARE,19,98,20,0,13,20,61,20,59,13,0,13,20,20,61,0,0,Worse than Expected,Not Available,As Expected,Not Available,Not Available,Not Available,Not Available
452623,DAVITA STONE OAK DIALYSIS,BEXAR,Profit,DAVITA,20,99,110,21.4,78,112,881,123,945,92,84,349,124,124,955,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452624,DAVITA MARSHALL DIALYSIS CENTER,HARRISON,Profit,DAVITA,15,99,62,31.0,50,64,565,65,567,58,56,224,69,69,591,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452779,NNA - ROUNDROCK,WILLIAMSON,Profit,FRESENIUS MEDICAL CARE,20,95,87,26.7,59,90,728,92,733,70,55,260,93,93,750,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452780,DAVITA HOUSTON KIDNEY CENTER SOUTHWEST,HARRIS,Profit,DAVITA,24,97,144,30.0,118,145,1324,146,1339,127,160,502,146,146,1360,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
452781,FMC - VILLAGE OAKS KIDNEY DISEASE CLINC,BEXAR,Profit,FRESENIUS MEDICAL CARE,28,98,179,25.9,123,184,1586,192,1642,147,159,546,193,193,1646,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442674,DAVITA MEMPHIS SOUTHEAST DIALYSIS,SHELBY,Profit,DAVITA,24,98,93,26.1,68,99,900,101,910,79,97,338,102,102,913,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442675,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",HICKMAN,Profit,FRESENIUS MEDICAL CARE,13,99,36,23.4,35,46,386,47,411,41,52,146,39,39,324,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
422567,DAVITA DOWNTOWN GREENVILLE DIALYSIS,GREENVILLE,Profit,DAVITA,21,99,81,31.5,55,84,707,91,763,64,70,277,91,91,763,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
422568,DCI JAMES ISLAND,CHARLESTON,Non-Profit,"DIALYSIS CLINIC, INC.",16,94,49,24.6,36,51,470,53,473,42,56,173,53,53,487,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
422569,FMC DIALYSIS SERVICES NORTH MYRTLE BEACH,HORRY,Profit,FRESENIUS MEDICAL CARE,21,99,74,15.5,65,101,872,106,896,87,90,287,94,94,782,0,0,As Expected,As Expected,Better than Expected,As Expected,As Expected,Better than Expected,As Expected
422670,"LEXINGTON KIDNEY CENTER, LLC",UNKNOWN,Profit,AMERICAN RENAL ASSOCIATES,21,99,41,14.1,8,44,332,52,371,32,24,47,49,49,369,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
422671,"FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS, LLC",LEXINGTON,Profit,FRESENIUS MEDICAL CARE,21,95,52,16.6,36,52,371,55,408,46,48,56,57,57,415,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442625,FMC WHITEHAVEN,SHELBY,Profit,FRESENIUS MEDICAL CARE,33,97,98,23.6,75,100,983,107,1012,81,92,336,108,108,1019,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442626,DCI JASPER,MARION,Non-Profit,"DIALYSIS CLINIC, INC.",18,93,66,21.8,55,69,656,76,693,63,66,284,75,75,690,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442627,RCG MADISON,DAVIDSON,Profit,FRESENIUS MEDICAL CARE,20,98,117,29.0,87,125,1047,131,1116,98,110,369,130,130,1123,0,0,As Expected,As Expected,Worse than Expected,As Expected,As Expected,Worse than Expected,As Expected
442629,FMC ELK RIVER DIALYSIS,LINCOLN,Profit,FRESENIUS MEDICAL CARE,12,99,45,19.2,30,47,431,51,456,33,38,129,50,50,454,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442630,RCG FRANKLIN,WILLIAMSON,Profit,FRESENIUS MEDICAL CARE,25,99,62,29.2,57,80,680,87,724,63,54,255,69,69,589,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452626,NEW BRAUNFELS KIDNEY DISEASE CLINIC,COMAL,Profit,FRESENIUS MEDICAL CARE,18,99,58,28.3,52,62,567,67,569,56,56,238,67,67,572,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452629,KILLEEN KIDNEY CENTER,BELL,Profit,FRESENIUS MEDICAL CARE,29,99,141,19.2,98,142,1234,144,1264,109,99,492,145,145,1264,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
452630,FRESENIUS MEDICAL CARE CALALLEN,NUECES,Profit,FRESENIUS MEDICAL CARE,14,100,71,27.5,51,74,626,76,670,56,49,205,76,76,674,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452631,BMA NORTHWEST BEXAR COUNTY,BEXAR,Profit,FRESENIUS MEDICAL CARE,37,96,171,26.5,182,259,2326,270,2401,198,175,852,188,188,1717,0,0,As Expected,As Expected,Better than Expected,Better than Expected,As Expected,As Expected,As Expected
452752,NORTHEAST FT WORTH DIALYSIS CT,TARRANT,Profit,FRESENIUS MEDICAL CARE,24,99,63,15.2,34,67,639,69,648,42,57,198,68,68,638,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
442676,DAVITA ROCKY TOP DIALYSIS,MONROE,Profit,DAVITA,17,99,48,35.2,37,57,543,59,576,40,26,176,53,53,475,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected
442677,"DIALYSIS ASSOCIATES, LLC",MARSHALL,Profit,"DIALYSIS ASSOCIATES, LLC",13,98,48,29.2,35,50,498,50,507,36,44,164,50,50,516,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
442678,DAVITA GALLERIA HOME TRAINING DIALYSIS PD,SHELBY,Profit,DAVITA,5,0,2,33.2,32,62,518,66,558,37,23,156,7,7,56,0,0,Better than Expected,As Expected,Not Available,Not Available,As Expected,As Expected,As Expected
442679,"CHATTANOOGA KIDNEY CENTER NORTH, LLC",HAMILTON,Profit,INDEPENDENT,28,96,82,21.5,59,82,783,85,791,70,62,330,88,88,805,1,5,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452388,UNIVERSITY HEALTH SYSTEM CHILDREN'S KIDNEY CENTER,BEXAR,Non-Profit,STATE OWNED,8,0,2,0,1,2,13,2,13,10,11,38,2,2,13,11,70,As Expected,Not Available,Not Available,Not Available,As Expected,Not Available,As Expected
462320,462320 PRIMARY CHILDREN'S DIALYSIS CENTER,SALT LAKE,Non-Profit,INTERMOUNTAIN HEALTHCARE,6,0,2,0,2,1,12,2,9,5,6,23,2,2,13,11,42,As Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
462500,462500 FARMINGTON BAY DIALYSIS CENTER,DAVIS,Non-Profit,UNIVERSITY OF UTAH DIALYSIS PROGRAM,16,98,43,23.7,24,44,416,48,438,28,24,110,47,47,432,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
462503,462503 KOLFF DIALYSIS CENTER/UNIV. OF UTAH,SALT LAKE,Non-Profit,UNIVERSITY OF UTAH DIALYSIS PROGRAM,17,99,59,25.2,78,116,996,121,1022,86,67,322,66,66,592,0,0,As Expected,Worse than Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492548,BMA - NORTH ROANOKE,ROANOKE CITY,Profit,FRESENIUS MEDICAL CARE,25,94,123,24.3,89,129,1082,138,1086,107,112,444,139,139,1129,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492549,DAVITA CDC MANASSAS DIALYSIS,MANASSAS CITY,Profit,DAVITA,19,98,66,23.7,45,67,625,70,640,49,49,248,71,71,654,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492551,DAVITA MEHERRIN DIALYSIS CENTER,EMPORIA CITY,Profit,DAVITA,24,100,84,22.3,53,87,858,91,889,58,63,240,90,90,884,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492699,FRESENIUS KIDNEY CARE INDIAN RIVER,CHESAPEAKE CITY,Profit,FRESENIUS MEDICAL CARE,17,98,54,19.9,34,54,413,54,450,42,48,101,54,54,444,0,0,As Expected,As Expected,As Expected,Better than Expected,As Expected,As Expected,As Expected
492700,FRESENIUS KIDNEY CARE SMYTH COUNTY,SMYTH,Profit,FRESENIUS MEDICAL CARE,14,97,30,23.9,19,31,253,36,282,26,22,56,35,35,299,0,0,As Expected,Not Available,As Expected,As Expected,As Expected,As Expected,As Expected
452832,DIALYSIS SERVICES OF GRAPEVINE,TARRANT,Profit,FRESENIUS MEDICAL CARE,12,97,36,20.4,32,36,246,38,253,33,24,132,38,38,258,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452833,DAVITA KATY CINCO RANCH DIALYSIS,HARRIS,Profit,DAVITA,12,100,59,23.5,58,76,701,82,718,64,78,279,63,63,544,0,0,Better than Expected,As Expected,As Expected,As Expected,Worse than Expected,As Expected,As Expected
452834,US RENAL CARE WEBSTER DIALYSIS,HARRIS,Profit,"US RENAL CARE, INC.",25,99,98,21.1,79,120,1105,119,1130,90,128,387,104,104,966,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
452835,BEAUMONT KIDNEY CENTER,JEFFERSON,Profit,AMERICAN RENAL ASSOCIATES,30,95,143,26.5,97,162,1404,166,1500,133,174,566,156,156,1439,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492605,DAVITA MECHANICSVILE DIALYSIS,HANOVER,Profit,DAVITA,24,98,93,24.5,64,94,839,104,896,75,90,310,105,105,897,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492607,DAVITA CHESTER DIALYSIS,CHESTERFIELD,Profit,DAVITA,24,99,87,24.8,60,90,818,96,846,71,58,305,94,94,849,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492608,DAVITA MIDLOTHIAN,CHESTERFIELD,Profit,DAVITA,17,99,86,21.7,61,87,751,92,783,74,59,275,92,92,785,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected,As Expected
492610,FMC - FRIENDSHIP MANOR,ROANOKE CITY,Profit,FRESENIUS MEDICAL CARE,29,95,140,17.9,113,146,1261,154,1277,133,164,547,152,152,1305,0,0,As Expected,As Expected,As Expected,As Expected,As Expected,Better than Expected,Better than Expected
